topic,link
Coronavirus: emails between the Council and Care Homes,https://www.coventry.gov.uk/directory-record/48786/coronavirus-emails-between-the-council-and-care-homes
Coronavirus: Health Protection Prosecutions,https://www.coventry.gov.uk/directory-record/48755/coronavirus-health-protection-prosecutions
Coroner Transportation Services,https://www.coventry.gov.uk/directory-record/48487/coroner-transportation-services
Coroners,https://www.coventry.gov.uk/directory-record/48338/coroners
Corporate Director of Finance or the Section 151 Lead,https://www.coventry.gov.uk/directory-record/47049/corporate-director-of-finance-or-the-section-151-lead
Corporate purchasing cards ,https://www.coventry.gov.uk/directory-record/45939/corporate-purchasing-cards-
Correspondence between Coventry City Council and Dept for Transport,https://www.coventry.gov.uk/directory-record/47575/correspondence-between-coventry-city-council-and-dept-for-transport
Correspondence from appeal to the Information Commissioner.,https://www.coventry.gov.uk/directory-record/44009/correspondence-from-appeal-to-the-information-commissioner-
Correspondence relating to Spencer Park,https://www.coventry.gov.uk/directory-record/43915/correspondence-relating-to-spencer-park
Correspondence relating to the Bermuda Connectivity Project,https://www.coventry.gov.uk/directory-record/47159/correspondence-relating-to-the-bermuda-connectivity-project
Correspondence with National Express.,https://www.coventry.gov.uk/directory-record/45219/correspondence-with-national-express-
COSMHAD/Dual diagnosis ,https://www.coventry.gov.uk/directory-record/48884/cosmhad-dual-diagnosis-
Cosmo Hygiene Inspection Report,https://www.coventry.gov.uk/directory-record/48496/cosmo-hygiene-inspection-report
Cost charged to Coventry residents for dropped kerbs,https://www.coventry.gov.uk/directory-record/47203/cost-charged-to-coventry-residents-for-dropped-kerbs
"Cost for advertising, taxi services and Council worker strikes",https://www.coventry.gov.uk/directory-record/57436/cost-for-advertising-taxi-services-and-council-worker-strikes
Cost for Monsters Trail,https://www.coventry.gov.uk/directory-record/48894/cost-for-monsters-trail
Cost of administering the blue badge service.,https://www.coventry.gov.uk/directory-record/44550/cost-of-administering-the-blue-badge-service-
Cost of bids associated with Levelling Up,https://www.coventry.gov.uk/directory-record/57618/cost-of-bids-associated-with-levelling-up
Cost of children's residential placements,https://www.coventry.gov.uk/directory-record/57781/cost-of-children-s-residential-placements
Cost of Christmas Decorations,https://www.coventry.gov.uk/directory-record/45331/cost-of-christmas-decorations
Cost of clearing illegal encampments,https://www.coventry.gov.uk/directory-record/48270/cost-of-clearing-illegal-encampments
Cost of cutting trees 2010-2017,https://www.coventry.gov.uk/directory-record/48561/cost-of-cutting-trees-2010-2017
Cost of cycle path,https://www.coventry.gov.uk/directory-record/44879/cost-of-cycle-path
Cost of delivering free early education entitlement schemes.,https://www.coventry.gov.uk/directory-record/46299/cost-of-delivering-free-early-education-entitlement-schemes-
Cost of free schools,https://www.coventry.gov.uk/directory-record/45678/cost-of-free-schools
Cost of homelessness data,https://www.coventry.gov.uk/directory-record/48092/cost-of-homelessness-data
Cost of IT provision.,https://www.coventry.gov.uk/directory-record/44737/cost-of-it-provision-
Cost of legal fees for SISU court cases,https://www.coventry.gov.uk/directory-record/45703/cost-of-legal-fees-for-sisu-court-cases
Cost of mis-fuelling Council vehicles 2014-2015,https://www.coventry.gov.uk/directory-record/48060/cost-of-mis-fuelling-council-vehicles-2014-2015
Cost of new roundabouts,https://www.coventry.gov.uk/directory-record/59048/cost-of-new-roundabouts
Cost of Pothole Repairs,https://www.coventry.gov.uk/directory-record/48595/cost-of-pothole-repairs
Cost of private security contractors,https://www.coventry.gov.uk/directory-record/45644/cost-of-private-security-contractors
Cost of promoting City of Culture 2021,https://www.coventry.gov.uk/directory-record/45674/cost-of-promoting-city-of-culture-2021
Cost of refurbishments to official council-owned premises.,https://www.coventry.gov.uk/directory-record/46470/cost-of-refurbishments-to-official-council-owned-premises-
Cost of relocating Coventry Indoor Bowls,https://www.coventry.gov.uk/directory-record/43922/cost-of-relocating-coventry-indoor-bowls
Cost of removing chewing gum,https://www.coventry.gov.uk/directory-record/48597/cost-of-removing-chewing-gum
Cost of repairs/cleaning for vandalism 2012-2013,https://www.coventry.gov.uk/directory-record/47699/cost-of-repairs-cleaning-for-vandalism-2012-2013
Cost of resurfacing Vanguard Ave,https://www.coventry.gov.uk/directory-record/57621/cost-of-resurfacing-vanguard-ave
Cost of Rubbish Removal/Fly-tipping/Removal of Christmas Trees,https://www.coventry.gov.uk/directory-record/47763/cost-of-rubbish-removal-fly-tipping-removal-of-christmas-trees
Cost of running Lord Mayor's office,https://www.coventry.gov.uk/directory-record/47352/cost-of-running-lord-mayor-s-office
Cost of sending pupils to independent special schools,https://www.coventry.gov.uk/directory-record/47887/cost-of-sending-pupils-to-independent-special-schools
Cost of Tom White waste collection ,https://www.coventry.gov.uk/directory-record/57539/cost-of-tom-white-waste-collection-
Cost of works at A45/Broad Lane Intersection,https://www.coventry.gov.uk/directory-record/47812/cost-of-works-at-a45-broad-lane-intersection
Cost related to Black Lives Matter Protests,https://www.coventry.gov.uk/directory-record/48803/cost-related-to-black-lives-matter-protests
Costings for the authority to object to HS2.,https://www.coventry.gov.uk/directory-record/46122/costings-for-the-authority-to-object-to-hs2-
Costings for the removal of laurel from the woodland on the Kenilworth Road,https://www.coventry.gov.uk/directory-record/46123/costings-for-the-removal-of-laurel-from-the-woodland-on-the-kenilworth-road
Costings of nursery places and childminders and children's centres.,https://www.coventry.gov.uk/directory-record/46124/costings-of-nursery-places-and-childminders-and-children-s-centres-
Costs - FOI requests,https://www.coventry.gov.uk/directory-record/45054/costs-foi-requests
Costs and Income from Dropped Kerbs,https://www.coventry.gov.uk/directory-record/48706/costs-and-income-from-dropped-kerbs
Costs granted following planning appeals,https://www.coventry.gov.uk/directory-record/44126/costs-granted-following-planning-appeals
Costs of childcare.,https://www.coventry.gov.uk/directory-record/45218/costs-of-childcare-
Costs of legal bills and any non payments.,https://www.coventry.gov.uk/directory-record/44463/costs-of-legal-bills-and-any-non-payments-
Costs of path installation in Coundon Hall Park,https://www.coventry.gov.uk/directory-record/48996/costs-of-path-installation-in-coundon-hall-park
Costs of processing & administering application for temporary use notice,https://www.coventry.gov.uk/directory-record/47865/costs-of-processing-administering-application-for-temporary-use-notice
Costs of resurfacing and fixing pot-holed roads.,https://www.coventry.gov.uk/directory-record/46471/costs-of-resurfacing-and-fixing-pot-holed-roads-
Costs of RIPA Authorised Operations,https://www.coventry.gov.uk/directory-record/44862/costs-of-ripa-authorised-operations
Costs of running the swimming baths in Fairfax Street,https://www.coventry.gov.uk/directory-record/46472/costs-of-running-the-swimming-baths-in-fairfax-street
Costs of the local elections.,https://www.coventry.gov.uk/directory-record/46473/costs-of-the-local-elections-
Costs of translation and interpreting services,https://www.coventry.gov.uk/directory-record/45762/costs-of-translation-and-interpreting-services
Costs of transporting VLR prototype,https://www.coventry.gov.uk/directory-record/49020/costs-of-transporting-vlr-prototype
Costs related to Public Demonstrations and Protests,https://www.coventry.gov.uk/directory-record/47732/costs-related-to-public-demonstrations-and-protests
Costs to external companies involved in upgrades,https://www.coventry.gov.uk/directory-record/57916/costs-to-external-companies-involved-in-upgrades
Costs to residents for dropped kerbs.,https://www.coventry.gov.uk/directory-record/46591/costs-to-residents-for-dropped-kerbs-
Council and parties involved in Coventry City Football Club.,https://www.coventry.gov.uk/directory-record/44233/council-and-parties-involved-in-coventry-city-football-club-
Council and proprietary interests,https://www.coventry.gov.uk/directory-record/48813/council-and-proprietary-interests
Council and the Avenue Bowls (Gaveston Road),https://www.coventry.gov.uk/directory-record/48687/council-and-the-avenue-bowls-gaveston-road-
Council Apps and Chatbot,https://www.coventry.gov.uk/directory-record/57275/council-apps-and-chatbot
Council arrears and write offs.,https://www.coventry.gov.uk/directory-record/45053/council-arrears-and-write-offs-
Council Awards Ceremony,https://www.coventry.gov.uk/directory-record/43816/council-awards-ceremony
Council Away Days,https://www.coventry.gov.uk/directory-record/45609/council-away-days
Council Bereavement Policy,https://www.coventry.gov.uk/directory-record/48867/council-bereavement-policy
Council budgets and services.,https://www.coventry.gov.uk/directory-record/43783/council-budgets-and-services-
Council buildings with asbestos,https://www.coventry.gov.uk/directory-record/44462/council-buildings-with-asbestos
Council Carbon Reduction Strategy,https://www.coventry.gov.uk/directory-record/57492/council-carbon-reduction-strategy
Council CCTV,https://www.coventry.gov.uk/directory-record/48681/council-cctv
Council CCTV Cameras,https://www.coventry.gov.uk/directory-record/45335/council-cctv-cameras
Council Cemeteries,https://www.coventry.gov.uk/directory-record/48369/council-cemeteries
Council Committee Meetings circa 21/06/2011,https://www.coventry.gov.uk/directory-record/48085/council-committee-meetings-circa-21-06-2011
Council Credit Cards,https://www.coventry.gov.uk/directory-record/46793/council-credit-cards
Council DBS Checks,https://www.coventry.gov.uk/directory-record/57278/council-dbs-checks
